Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert,CleanedName,lat,lon
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,8.9,,Seefeldstr./Badstr.,,
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Seefeldstr./Badstr.,,
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seefeldstr./Badstr.,,
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seefeldstr./Badstr.,,
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,10.1,,Lindenplatz 6,47.3875596,8.4854662
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Lindenplatz 6,47.3875596,8.4854662
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Lindenplatz 6,47.3875596,8.4854662
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Lindenplatz 6,47.3875596,8.4854662
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,11.3,,Hönggerstr./Röschibachstr.,,
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Hönggerstr./Röschibachstr.,,
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Hönggerstr./Röschibachstr.,,
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Hönggerstr./Röschibachstr.,,
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,10.9,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,12.7,,Limmattalstr./Wartauweg,,
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Limmattalstr./Wartauweg,,
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr./Wartauweg,,
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr./Wartauweg,,
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,10.2,,Schaffhauserstr. Endstation Tram 14,,
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,300.0,Schaffhauserstr. Endstation Tram 14,,
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schaffhauserstr. Endstation Tram 14,,
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schaffhauserstr. Endstation Tram 14,,
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,10.5,,Regensbergstr./Oberwiesen,,
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Regensbergstr./Oberwiesen,,
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Regensbergstr./Oberwiesen,,
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Regensbergstr./Oberwiesen,,
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,9.7,,Wehntalerstr./Furttalstr.,,
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Wehntalerstr./Furttalstr.,,
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr./Furttalstr.,,
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr./Furttalstr.,,
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,9.9,,Triemliplatz/Tramhaltestelle,,
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Triemliplatz/Tramhaltestelle,,
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Triemliplatz/Tramhaltestelle,,
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Triemliplatz/Tramhaltestelle,,
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,8.6,,Bachtobelstr./Panoramaweg,,
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,300.0,Bachtobelstr./Panoramaweg,,
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Bachtobelstr./Panoramaweg,,
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Bachtobelstr./Panoramaweg,,
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,8.4,,vor Reservoir Frauental,,
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,vor Reservoir Frauental,,
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,vor Reservoir Frauental,,
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,vor Reservoir Frauental,,
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,10.6,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,9.6,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-18,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,10.1,,Grosswiesenstr./Luchswiesenstr.,,
2023-12-18,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,300.0,Grosswiesenstr./Luchswiesenstr.,,
2023-12-18,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grosswiesenstr./Luchswiesenstr.,,
2023-12-18,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grosswiesenstr./Luchswiesenstr.,,
2023-12-18,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,8.4,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-18,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-18,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-18,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-01-25,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Temperatur,Allgemeine Parameter,°C,,6.2,,Oetenbacherholzstr./ Seewiesenstr.,,
2023-01-25,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,Oetenbacherholzstr./ Seewiesenstr.,,
2023-01-25,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Oetenbacherholzstr./ Seewiesenstr.,,
2023-01-25,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,75383.0,,Oetenbacherholzstr./ Seewiesenstr.,,
2023-01-25,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Temperatur,Allgemeine Parameter,°C,,9.6,,Limmattalstr. 414,47.405637,8.478616433946772
2023-01-25,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,36.0,300.0,Limmattalstr. 414,47.405637,8.478616433946772
2023-01-25,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr. 414,47.405637,8.478616433946772
2023-01-25,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,77361.0,,Limmattalstr. 414,47.405637,8.478616433946772
2023-01-25,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Temperatur,Allgemeine Parameter,°C,,8.6,,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-01-25,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,11.0,300.0,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-01-25,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-01-25,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,60861.0,,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-01-25,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,Temperatur,Allgemeine Parameter,°C,,8.7,,Glatttalstr. 163,47.431315,8.543536950000002
2023-01-25,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,14.0,300.0,Glatttalstr. 163,47.431315,8.543536950000002
2023-01-25,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Glatttalstr. 163,47.431315,8.543536950000002
2023-01-25,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,60644.0,,Glatttalstr. 163,47.431315,8.543536950000002
2023-01-25,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,Temperatur,Allgemeine Parameter,°C,,8.5,,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-01-25,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,44.0,300.0,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-01-25,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-01-25,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,65017.0,,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-01-25,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,Temperatur,Allgemeine Parameter,°C,,9.1,,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-01-25,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,10.0,300.0,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-01-25,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-01-25,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,60356.0,,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-01-25,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,Temperatur,Allgemeine Parameter,°C,,6.4,,Witikonerstrasse 523,47.36153765,8.6024885
2023-01-25,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,38.0,300.0,Witikonerstrasse 523,47.36153765,8.6024885
2023-01-25,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Witikonerstrasse 523,47.36153765,8.6024885
2023-01-25,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,73683.0,,Witikonerstrasse 523,47.36153765,8.6024885
2023-01-25,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,Temperatur,Allgemeine Parameter,°C,,8.5,,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-01-25,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,14.0,300.0,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-01-25,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-01-25,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,68311.0,,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-03-22,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Temperatur,Allgemeine Parameter,°C,,7.1,,Oetenbacherholzstr./ Seewiesenstr.,,
2023-03-22,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,10.0,300.0,Oetenbacherholzstr./ Seewiesenstr.,,
2023-03-22,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Oetenbacherholzstr./ Seewiesenstr.,,
2023-03-22,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,84383.0,,Oetenbacherholzstr./ Seewiesenstr.,,
2023-03-22,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Temperatur,Allgemeine Parameter,°C,,10.5,,Limmattalstr. 414,47.405637,8.478616433946772
2023-03-22,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,40.0,300.0,Limmattalstr. 414,47.405637,8.478616433946772
2023-03-22,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr. 414,47.405637,8.478616433946772
2023-03-22,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79839.0,,Limmattalstr. 414,47.405637,8.478616433946772
2023-03-22,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Temperatur,Allgemeine Parameter,°C,,11.1,,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-03-22,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,12.0,300.0,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-03-22,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-03-22,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,47033.0,,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-03-22,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,Temperatur,Allgemeine Parameter,°C,,11.7,,Glatttalstr. 163,47.431315,8.543536950000002
2023-03-22,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,16.0,300.0,Glatttalstr. 163,47.431315,8.543536950000002
2023-03-22,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Glatttalstr. 163,47.431315,8.543536950000002
2023-03-22,Endstränge,Glattzone,Glatttalstr. 163,NHYOF/E0082,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,45183.0,,Glatttalstr. 163,47.431315,8.543536950000002
2023-03-22,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,Temperatur,Allgemeine Parameter,°C,,10.8,,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-03-22,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,31.0,300.0,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-03-22,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-03-22,Endstränge,Glattzone,Winterthurerstr. 725,NHYOF/E0094,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,42022.0,,Winterthurerstr. 725,47.405109326623425,8.577757359881879
2023-03-22,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,Temperatur,Allgemeine Parameter,°C,,11.0,,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-03-22,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,21.0,300.0,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-03-22,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-03-22,Endstränge,Glattzone,Thurgauerstr. 59,NHYOF/E0095,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,40461.0,,Thurgauerstr. 59,47.41141643667251,8.550194008976549
2023-03-22,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,Temperatur,Allgemeine Parameter,°C,,7.4,,Witikonerstrasse 523,47.36153765,8.6024885
2023-03-22,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,48.0,300.0,Witikonerstrasse 523,47.36153765,8.6024885
2023-03-22,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Witikonerstrasse 523,47.36153765,8.6024885
2023-03-22,Endstränge,Gipfelzone Looren,Witikonerstrasse 523,NHYOF/E0098,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,87856.0,,Witikonerstrasse 523,47.36153765,8.6024885
2023-03-22,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,Temperatur,Allgemeine Parameter,°C,,11.0,,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-03-22,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,13.0,300.0,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-03-22,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-03-22,Endstränge,Glattzone,Überlandstr. 483,NHYUF/E0081,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,43250.0,,Überlandstr. 483,47.40712837727867,8.410200688115012
2023-05-24,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Temperatur,Allgemeine Parameter,°C,,9.5,,Oetenbacherholzstr./ Seewiesenstr.,,
2023-05-24,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,300.0,Oetenbacherholzstr./ Seewiesenstr.,,
2023-05-24,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Oetenbacherholzstr./ Seewiesenstr.,,
2023-05-24,Endstränge,Gipfelzone Looren,Oetenbacherholzstr./ Seewiesenstr.,B0961/E0086,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,81367.0,,Oetenbacherholzstr./ Seewiesenstr.,,
2023-05-24,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Temperatur,Allgemeine Parameter,°C,,12.1,,Limmattalstr. 414,47.405637,8.478616433946772
2023-05-24,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,46.0,300.0,Limmattalstr. 414,47.405637,8.478616433946772
2023-05-24,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr. 414,47.405637,8.478616433946772
2023-05-24,Endstränge,Limmatzone,Limmattalstr. 414,NHYOF/E0024,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,76478.0,,Limmattalstr. 414,47.405637,8.478616433946772
2023-05-24,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Temperatur,Allgemeine Parameter,°C,,12.5,,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-05-24,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,16.0,300.0,Wehntalerstr. 794,47.42961525,8.488456653378659
2023-05-24,Endstränge,Glattzone,Wehntalerstr. 794,NHYOF/E0080,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr. 794,47.42961525,8.488456653378659
