Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert,CleanedName,lat,lon
2023-12-04,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-04,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-04,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,10.0,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-04,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,300.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-04,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-04,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-04,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,10.2,,Grosswiesenstr./Luchswiesenstr.,,
2023-12-04,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Grosswiesenstr./Luchswiesenstr.,,
2023-12-04,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grosswiesenstr./Luchswiesenstr.,,
2023-12-04,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,1.0,0.0,Grosswiesenstr./Luchswiesenstr.,,
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,8.9,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,18.0,300.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-12-11,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,9.1,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-11,Verteilnetz,Limmatzone,Pelikanplatz,B0018,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.7,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-11,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,89100.0,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-11,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,9.2,,Stampfenbachstr./Walchestr.,,
2023-12-11,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,,Stampfenbachstr./Walchestr.,,
2023-12-11,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,91333.0,,Stampfenbachstr./Walchestr.,,
2023-12-11,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,9.2,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-11,Verteilnetz,Hangzone,im Mittelleimbach,B0117,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.7,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-11,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,111078.0,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-11,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,9.0,,Mythenquai/Bahnhof Wollishofen,,
2023-12-11,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Mythenquai/Bahnhof Wollishofen,,
2023-12-11,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,94356.0,,Mythenquai/Bahnhof Wollishofen,,
2023-12-11,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,9.0,,Seestrasse Bahnunterführung Wollishofen,,
2023-12-11,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,Seestrasse Bahnunterführung Wollishofen,,
2023-12-11,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,92944.0,,Seestrasse Bahnunterführung Wollishofen,,
2023-12-11,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,9.7,,Idaplatz,47.374204500000005,8.514670712159976
2023-12-11,Verteilnetz,Limmatzone,Idaplatz,B0192,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.4,,Idaplatz,47.374204500000005,8.514670712159976
2023-12-11,Verteilnetz,Limmatzone,Idaplatz,B0192,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,112006.0,,Idaplatz,47.374204500000005,8.514670712159976
2023-12-11,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,8.9,,Uetlibergstr. Haltestelle Binz,,
2023-12-11,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Uetlibergstr. Haltestelle Binz,,
2023-12-11,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,93678.0,,Uetlibergstr. Haltestelle Binz,,
2023-12-11,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,9.1,,Winterthurerstr./Langmauerstr.,,
2023-12-11,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Winterthurerstr./Langmauerstr.,,
2023-12-11,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,75056.0,,Winterthurerstr./Langmauerstr.,,
2023-12-11,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,8.1,,Klusstr./Kluseggweg,,
2023-12-11,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Klusstr./Kluseggweg,,
2023-12-11,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79039.0,,Klusstr./Kluseggweg,,
2023-12-11,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,8.7,,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-11,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-11,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,98444.0,,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-11,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,8.4,,Zürichbergstr. Endstation Tram 5,,
2023-12-11,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.1,,Zürichbergstr. Endstation Tram 5,,
2023-12-11,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,82056.0,,Zürichbergstr. Endstation Tram 5,,
2023-12-11,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,8.4,,Witikonerstr./Berghaldenstr.,,
2023-12-11,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.9,,Witikonerstr./Berghaldenstr.,,
2023-12-11,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,102228.0,,Witikonerstr./Berghaldenstr.,,
2023-12-11,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,9.0,,Seefeldstr./Badstr.,,
2023-12-11,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,Seefeldstr./Badstr.,,
2023-12-11,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,82544.0,,Seefeldstr./Badstr.,,
2023-12-11,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,9.0,,Lindenplatz 6,47.3875596,8.4854662
2023-12-11,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Lindenplatz 6,47.3875596,8.4854662
2023-12-11,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,88911.0,,Lindenplatz 6,47.3875596,8.4854662
2023-12-11,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,13.1,,Hönggerstr./Röschibachstr.,,
2023-12-11,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,Hönggerstr./Röschibachstr.,,
2023-12-11,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,19461.0,,Hönggerstr./Röschibachstr.,,
2023-12-11,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,11.6,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-11,Verteilnetz,Hangzone,Meierhofplatz,B0454,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.0,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-11,Verteilnetz,Hangzone,Meierhofplatz,B0454,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,44894.0,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-12-11,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,12.9,,Limmattalstr./Wartauweg,,
2023-12-11,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,Limmattalstr./Wartauweg,,
2023-12-11,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,22611.0,,Limmattalstr./Wartauweg,,
2023-12-11,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,10.4,,Schaffhauserstr. Endstation Tram 14,,
2023-12-11,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,,Schaffhauserstr. Endstation Tram 14,,
2023-12-11,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,56933.0,,Schaffhauserstr. Endstation Tram 14,,
2023-12-11,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,11.5,,Regensbergstr./Oberwiesen,,
2023-12-11,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,,Regensbergstr./Oberwiesen,,
2023-12-11,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,45661.0,,Regensbergstr./Oberwiesen,,
2023-12-11,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,9.7,,Wehntalerstr./Furttalstr.,,
2023-12-11,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.7,,Wehntalerstr./Furttalstr.,,
2023-12-11,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,50322.0,,Wehntalerstr./Furttalstr.,,
2023-12-11,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,9.9,,Triemliplatz/Tramhaltestelle,,
2023-12-11,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.1,,Triemliplatz/Tramhaltestelle,,
2023-12-11,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,114361.0,,Triemliplatz/Tramhaltestelle,,
2023-12-11,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,8.4,,Bachtobelstr./Panoramaweg,,
2023-12-11,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.0,,Bachtobelstr./Panoramaweg,,
2023-12-11,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,121261.0,,Bachtobelstr./Panoramaweg,,
2023-12-11,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,8.1,,vor Reservoir Frauental,,
2023-12-11,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,vor Reservoir Frauental,,
2023-12-11,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,97711.0,,vor Reservoir Frauental,,
2023-12-11,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,11.7,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-11,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.0,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-11,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,32173.0,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-12-11,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,9.3,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-11,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-11,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,91328.0,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-12-11,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,10.0,,Grosswiesenstr./Luchswiesenstr.,,
2023-12-11,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Grosswiesenstr./Luchswiesenstr.,,
2023-12-11,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,69433.0,,Grosswiesenstr./Luchswiesenstr.,,
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,9.3,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,8.5,,Stampfenbachstr./Walchestr.,,
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Stampfenbachstr./Walchestr.,,
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Stampfenbachstr./Walchestr.,,
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Stampfenbachstr./Walchestr.,,
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,9.1,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,300.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,8.5,,Mythenquai/Bahnhof Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Mythenquai/Bahnhof Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Mythenquai/Bahnhof Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Mythenquai/Bahnhof Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,8.6,,Seestrasse Bahnunterführung Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Seestrasse Bahnunterführung Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seestrasse Bahnunterführung Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seestrasse Bahnunterführung Wollishofen,,
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,9.6,,Idaplatz,47.374204500000005,8.514670712159976
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Idaplatz,47.374204500000005,8.514670712159976
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Idaplatz,47.374204500000005,8.514670712159976
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Idaplatz,47.374204500000005,8.514670712159976
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,8.9,,Uetlibergstr. Haltestelle Binz,,
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,300.0,Uetlibergstr. Haltestelle Binz,,
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Uetlibergstr. Haltestelle Binz,,
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Uetlibergstr. Haltestelle Binz,,
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,9.7,,Winterthurerstr./Langmauerstr.,,
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Winterthurerstr./Langmauerstr.,,
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Winterthurerstr./Langmauerstr.,,
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Winterthurerstr./Langmauerstr.,,
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,7.7,,Klusstr./Kluseggweg,,
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,300.0,Klusstr./Kluseggweg,,
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Klusstr./Kluseggweg,,
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Klusstr./Kluseggweg,,
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,8.8,,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Toblerplatz,47.37923802213228,8.559620256456398
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,8.1,,Zürichbergstr. Endstation Tram 5,,
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Zürichbergstr. Endstation Tram 5,,
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Zürichbergstr. Endstation Tram 5,,
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Zürichbergstr. Endstation Tram 5,,
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,8.5,,Witikonerstr./Berghaldenstr.,,
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,300.0,Witikonerstr./Berghaldenstr.,,
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Witikonerstr./Berghaldenstr.,,
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Witikonerstr./Berghaldenstr.,,
